COUNTRY,DATE,ISO3,WHO_REGION,TOTAL_CONF_CASES,TOTAL_PROB_CASES,TOTAL_CONF_DEATHS,NEW_CONF_CASES,NEW_PROB_CASES,NEW_CONF_DEATHS
Bermuda,2024-12-16,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-12-16,BOL,AMRO,266,0,0,0,0,0
Brazil,2024-12-16,BRA,AMRO,13735,0,16,24,0,0
Canada,2024-12-16,CAN,AMRO,2000,0,0,3,0,0
Chile,2024-12-16,CHL,AMRO,1492,0,3,4,0,0
Colombia,2024-12-16,COL,AMRO,4285,0,0,0,0,0
Costa Rica,2024-12-16,CRI,AMRO,226,0,1,0,0,0
Cuba,2024-12-16,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-12-16,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-12-16,DOM,AMRO,110,0,1,0,0,0
Ecuador,2024-12-16,ECU,AMRO,628,0,3,0,0,0
El Salvador,2024-12-16,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-12-16,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-12-16,GTM,AMRO,407,0,2,0,0,0
Guyana,2024-12-16,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-12-16,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-12-16,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-12-16,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-12-16,MEX,AMRO,4198,0,35,4,0,0
Panama,2024-12-16,PAN,AMRO,243,0,1,0,0,0
Paraguay,2024-12-16,PRY,AMRO,126,0,0,0,0,0
Peru,2024-12-16,PER,AMRO,3948,0,23,0,0,0
Saint Martin,2024-12-16,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-12-16,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-12-16,USA,AMRO,34576,0,63,26,0,0
Uruguay,2024-12-16,URY,AMRO,20,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-12-16,VEN,AMRO,12,0,0,0,0,0
China,2024-12-17,CHN,WPRO,2776,0,1,2,0,0
Pakistan,2024-12-18,PAK,EMRO,18,0,1,1,0,0
Angola,2024-12-22,AGO,AFRO,4,0,0,0,0,0
Australia,2024-12-22,AUS,WPRO,1541,0,0,19,0,0
Benin,2024-12-22,BEN,AFRO,3,0,0,0,0,0
Burundi,2024-12-22,BDI,AFRO,2861,0,1,144,0,0
Cameroon,2024-12-22,CMR,AFRO,54,0,5,0,0,0
Central African Republic,2024-12-22,CAF,AFRO,137,0,4,0,0,0
Congo,2024-12-22,COG,AFRO,49,0,2,0,0,0
Côte d’Ivoire,2024-12-22,CIV,AFRO,107,0,1,0,0,0
Democratic Republic of the Congo,2024-12-22,COD,AFRO,11834,NA,28,291,NA,0
Gabon,2024-12-22,GAB,AFRO,2,0,0,0,0,0
Ghana,2024-12-22,GHA,AFRO,133,0,4,0,0,0
Guinea,2024-12-22,GIN,AFRO,2,0,0,0,0,0
Kenya,2024-12-22,KEN,AFRO,29,0,1,0,0,0
Liberia,2024-12-22,LBR,AFRO,80,0,0,0,0,0
Mauritius,2024-12-22,MUS,AFRO,1,0,0,0,0,0
Mozambique,2024-12-22,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2024-12-22,NGA,AFRO,1046,0,9,4,0,0
Rwanda,2024-12-22,RWA,AFRO,78,0,0,4,0,0
South Africa,2024-12-22,ZAF,AFRO,30,0,3,0,0,0
Uganda,2024-12-22,UGA,AFRO,1253,0,9,168,0,1
Zambia,2024-12-22,ZMB,AFRO,1,0,0,1,0,0
Zimbabwe,2024-12-22,ZWE,AFRO,2,0,0,0,0,0
Argentina,2024-12-23,ARG,AMRO,1256,0,2,2,0,0
Aruba,2024-12-23,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-12-23,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-12-23,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-12-23,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-12-23,BOL,AMRO,266,0,0,0,0,0
Brazil,2024-12-23,BRA,AMRO,13761,0,16,26,0,0
Canada,2024-12-23,CAN,AMRO,2006,0,0,6,0,0
Chile,2024-12-23,CHL,AMRO,1495,0,3,3,0,0
Colombia,2024-12-23,COL,AMRO,4285,0,0,0,0,0
Costa Rica,2024-12-23,CRI,AMRO,227,0,1,1,0,0
Cuba,2024-12-23,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-12-23,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-12-23,DOM,AMRO,110,0,1,0,0,0
Ecuador,2024-12-23,ECU,AMRO,628,0,3,0,0,0
El Salvador,2024-12-23,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-12-23,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-12-23,GTM,AMRO,407,0,2,0,0,0
Guyana,2024-12-23,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-12-23,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-12-23,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-12-23,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-12-23,MEX,AMRO,4202,0,35,4,0,0
Panama,2024-12-23,PAN,AMRO,243,0,1,0,0,0
Paraguay,2024-12-23,PRY,AMRO,126,0,0,0,0,0
Peru,2024-12-23,PER,AMRO,3948,0,23,0,0,0
Saint Martin,2024-12-23,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-12-23,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-12-23,USA,AMRO,34596,0,63,20,0,0
Uruguay,2024-12-23,URY,AMRO,20,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-12-23,VEN,AMRO,12,0,0,0,0,0
China,2024-12-24,CHN,WPRO,2777,0,1,1,0,0
Philippines,2024-12-26,PHL,WPRO,63,0,1,7,0,0
Singapore,2024-12-27,SGP,WPRO,68,0,0,1,0,0
Angola,2024-12-29,AGO,AFRO,4,0,0,0,0,0
Australia,2024-12-29,AUS,WPRO,1554,0,0,13,0,0
Benin,2024-12-29,BEN,AFRO,3,0,0,0,0,0
Burundi,2024-12-29,BDI,AFRO,2946,0,1,85,0,0
Cameroon,2024-12-29,CMR,AFRO,54,0,5,0,0,0
Central African Republic,2024-12-29,CAF,AFRO,139,0,4,2,0,0
Congo,2024-12-29,COG,AFRO,50,0,2,1,0,0
Côte d’Ivoire,2024-12-29,CIV,AFRO,107,0,1,0,0,0
Democratic Republic of the Congo,2024-12-29,COD,AFRO,12108,NA,29,274,NA,1
Gabon,2024-12-29,GAB,AFRO,2,0,0,0,0,0
Ghana,2024-12-29,GHA,AFRO,133,0,4,0,0,0
Guinea,2024-12-29,GIN,AFRO,2,0,0,0,0,0
Kenya,2024-12-29,KEN,AFRO,31,0,1,2,0,0
Liberia,2024-12-29,LBR,AFRO,80,0,0,0,0,0
Nigeria,2024-12-29,NGA,AFRO,1050,0,9,4,0,0
Rwanda,2024-12-29,RWA,AFRO,82,0,0,4,0,0
South Africa,2024-12-29,ZAF,AFRO,30,0,3,0,0,0
Uganda,2024-12-29,UGA,AFRO,1352,0,13,99,0,4
Zambia,2024-12-29,ZMB,AFRO,2,0,0,1,0,0
Zimbabwe,2024-12-29,ZWE,AFRO,2,0,0,0,0,0
Argentina,2024-12-30,ARG,AMRO,1259,0,2,3,0,0
Aruba,2024-12-30,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-12-30,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-12-30,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-12-30,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-12-30,BOL,AMRO,266,0,0,0,0,0
Brazil,2024-12-30,BRA,AMRO,13787,0,16,26,0,0
Canada,2024-12-30,CAN,AMRO,2009,0,0,3,0,0
Chile,2024-12-30,CHL,AMRO,1497,0,3,2,0,0
Colombia,2024-12-30,COL,AMRO,4285,0,0,0,0,0
Costa Rica,2024-12-30,CRI,AMRO,228,0,1,1,0,0
Cuba,2024-12-30,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-12-30,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-12-30,DOM,AMRO,110,0,1,0,0,0
Ecuador,2024-12-30,ECU,AMRO,628,0,3,0,0,0
El Salvador,2024-12-30,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-12-30,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-12-30,GTM,AMRO,407,0,2,0,0,0
Guyana,2024-12-30,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-12-30,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-12-30,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-12-30,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-12-30,MEX,AMRO,4202,0,35,0,0,0
Panama,2024-12-30,PAN,AMRO,243,0,1,0,0,0
Paraguay,2024-12-30,PRY,AMRO,126,0,0,0,0,0
Peru,2024-12-30,PER,AMRO,3948,0,23,0,0,0
Saint Martin,2024-12-30,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-12-30,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-12-30,USA,AMRO,34620,0,63,24,0,0
Uruguay,2024-12-30,URY,AMRO,20,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-12-30,VEN,AMRO,12,0,0,0,0,0
Andorra,2024-12-31,AND,EURO,4,0,0,0,0,0
Australia,2024-12-31,AUS,WPRO,1578,0,0,24,0,0
Austria,2024-12-31,AUT,EURO,367,0,1,4,0,0
Belgium,2024-12-31,BEL,EURO,852,0,2,7,0,0
Bosnia and Herzegovina,2024-12-31,BIH,EURO,9,0,0,0,0,0
Bulgaria,2024-12-31,BGR,EURO,10,0,0,2,0,0
China,2024-12-31,CHN,WPRO,2806,0,1,29,0,0
Croatia,2024-12-31,HRV,EURO,35,0,0,0,0,0
Cyprus,2024-12-31,CYP,EURO,6,0,0,1,0,0
Czechia,2024-12-31,CZE,EURO,94,0,1,2,0,0
Denmark,2024-12-31,DNK,EURO,211,0,0,2,0,0
Estonia,2024-12-31,EST,EURO,11,0,0,0,0,0
Finland,2024-12-31,FIN,EURO,43,0,0,0,0,0
France,2024-12-31,FRA,EURO,4383,0,0,12,0,0
Georgia,2024-12-31,GEO,EURO,2,0,0,0,0,0
Germany,2024-12-31,DEU,EURO,4090,0,0,50,0,0
Gibraltar,2024-12-31,GIB,EURO,6,0,0,0,0,0
Greece,2024-12-31,GRC,EURO,129,0,0,22,0,0
Greenland,2024-12-31,GRL,EURO,2,0,0,0,0,0
Hungary,2024-12-31,HUN,EURO,85,0,0,0,0,0
Iceland,2024-12-31,ISL,EURO,17,0,0,0,0,0
India,2024-12-31,IND,SEARO,36,0,1,3,0,0
Indonesia,2024-12-31,IDN,SEARO,88,0,0,0,0,0
Ireland,2024-12-31,IRL,EURO,270,0,0,5,0,0
Israel,2024-12-31,ISR,EURO,336,0,0,11,0,0
Italy,2024-12-31,ITA,EURO,1087,0,0,8,0,0
Kosovo,2024-12-31,XKX,EURO,1,0,0,1,0,0
Latvia,2024-12-31,LVA,EURO,6,0,0,0,0,0
Lithuania,2024-12-31,LTU,EURO,6,0,0,0,0,0
Luxembourg,2024-12-31,LUX,EURO,62,0,0,0,0,0
Malta,2024-12-31,MLT,EURO,41,0,0,3,0,0
Monaco,2024-12-31,MCO,EURO,3,0,0,0,0,0
Montenegro,2024-12-31,MNE,EURO,2,0,0,0,0,0
Nepal,2024-12-31,NPL,SEARO,3,0,0,2,0,0
Netherlands,2024-12-31,NLD,EURO,1428,0,0,16,0,0
Norway,2024-12-31,NOR,EURO,119,0,0,0,0,0
Philippines,2024-12-31,PHL,WPRO,84,0,3,21,0,2
Poland,2024-12-31,POL,EURO,227,0,0,2,0,0
Portugal,2024-12-31,PRT,EURO,1210,0,2,2,0,0
Republic of Moldova,2024-12-31,MDA,EURO,2,0,0,0,0,0
Romania,2024-12-31,ROU,EURO,48,0,0,0,0,0
Russian Federation,2024-12-31,RUS,EURO,4,0,0,0,0,0
San Marino,2024-12-31,SMR,EURO,1,0,0,0,0,0
Serbia,2024-12-31,SRB,EURO,40,0,0,0,0,0
Slovakia,2024-12-31,SVK,EURO,18,0,0,0,0,0
Slovenia,2024-12-31,SVN,EURO,47,0,0,0,0,0
Spain,2024-12-31,ESP,EURO,8481,0,3,38,0,0
Sri Lanka,2024-12-31,LKA,SEARO,4,0,0,0,0,0
Sweden,2024-12-31,SWE,EURO,306,0,0,1,0,0
Switzerland,2024-12-31,CHE,EURO,600,0,0,4,0,0
Thailand,2024-12-31,THA,SEARO,865,0,10,0,0,0
The United Kingdom,2024-12-31,GBR,EURO,4166,0,0,20,0,0
Türkiye,2024-12-31,TUR,EURO,12,0,0,0,0,0
Ukraine,2024-12-31,UKR,EURO,5,0,0,0,0,0
China,2025-01-02,CHN,WPRO,2778,0,1,-28,0,0
Lebanon,2025-01-03,LBN,EMRO,29,0,0,1,0,0
Angola,2025-01-05,AGO,AFRO,4,0,0,0,0,0
Australia,2025-01-05,AUS,WPRO,1601,0,0,23,0,0
Burundi,2025-01-05,BDI,AFRO,3035,0,1,89,0,0
Cameroon,2025-01-05,CMR,AFRO,54,0,5,0,0,0
Central African Republic,2025-01-05,CAF,AFRO,143,0,4,4,0,0
Congo,2025-01-05,COG,AFRO,50,0,2,0,0,0
Côte d’Ivoire,2025-01-05,CIV,AFRO,107,0,1,0,0,0
Democratic Republic of the Congo,2025-01-05,COD,AFRO,12467,NA,29,359,NA,0
Ghana,2025-01-05,GHA,AFRO,133,0,4,0,0,0
Guinea,2025-01-05,GIN,AFRO,2,0,0,0,0,0
Kenya,2025-01-05,KEN,AFRO,31,0,1,0,0,0
Liberia,2025-01-05,LBR,AFRO,80,0,0,0,0,0
Nigeria,2025-01-05,NGA,AFRO,1052,0,9,2,0,0
Rwanda,2025-01-05,RWA,AFRO,87,0,0,5,0,0
Sierra Leone,2025-01-05,SLE,AFRO,0,0,0,0,0,0
South Africa,2025-01-05,ZAF,AFRO,30,0,3,0,0,0
Uganda,2025-01-05,UGA,AFRO,1558,0,14,206,0,1
Zambia,2025-01-05,ZMB,AFRO,3,0,0,1,0,0
Argentina,2025-01-06,ARG,AMRO,1259,0,2,0,0,0
Aruba,2025-01-06,ABW,AMRO,3,0,0,0,0,0
Bahamas,2025-01-06,BHS,AMRO,4,0,0,0,0,0
Barbados,2025-01-06,BRB,AMRO,1,0,0,0,0,0
Bermuda,2025-01-06,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2025-01-06,BOL,AMRO,266,0,0,0,0,0
Brazil,2025-01-06,BRA,AMRO,13811,0,16,24,0,0
Canada,2025-01-06,CAN,AMRO,2019,0,0,10,0,0
Chile,2025-01-06,CHL,AMRO,1500,0,3,3,0,0
Colombia,2025-01-06,COL,AMRO,4285,0,0,0,0,0
Costa Rica,2025-01-06,CRI,AMRO,228,0,1,0,0,0
Cuba,2025-01-06,CUB,AMRO,8,0,1,0,0,0
Curaçao,2025-01-06,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2025-01-06,DOM,AMRO,110,0,1,0,0,0
Ecuador,2025-01-06,ECU,AMRO,628,0,3,0,0,0
El Salvador,2025-01-06,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2025-01-06,GLP,AMRO,1,0,0,0,0,0
Guatemala,2025-01-06,GTM,AMRO,407,0,2,0,0,0
Guyana,2025-01-06,GUY,AMRO,2,0,0,0,0,0
Honduras,2025-01-06,HND,AMRO,44,0,0,0,0,0
Jamaica,2025-01-06,JAM,AMRO,21,0,0,0,0,0
Martinique,2025-01-06,MTQ,AMRO,7,0,0,0,0,0
Mexico,2025-01-06,MEX,AMRO,4202,0,35,0,0,0
Panama,2025-01-06,PAN,AMRO,243,0,1,0,0,0
Paraguay,2025-01-06,PRY,AMRO,126,0,0,0,0,0
Peru,2025-01-06,PER,AMRO,3948,0,23,0,0,0
Saint Martin,2025-01-06,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2025-01-06,TTO,AMRO,4,0,0,0,0,0
United States of America,2025-01-06,USA,AMRO,34640,0,63,20,0,0
Uruguay,2025-01-06,URY,AMRO,20,0,0,0,0,0
Venezuela (Bolivarian Republic of),2025-01-06,VEN,AMRO,12,0,0,0,0,0
China,2025-01-08,CHN,WPRO,2811,0,1,33,0,0
Andorra,2025-01-10,AND,EURO,4,0,0,0,0,0
Austria,2025-01-10,AUT,EURO,368,0,1,1,0,0
Azerbaijan,2025-01-10,AZE,EURO,1,0,0,1,0,0
Belgium,2025-01-10,BEL,EURO,856,0,2,4,0,0
Bosnia and Herzegovina,2025-01-10,BIH,EURO,9,0,0,0,0,0
Bulgaria,2025-01-10,BGR,EURO,11,0,0,1,0,0
Croatia,2025-01-10,HRV,EURO,37,0,0,2,0,0
Cyprus,2025-01-10,CYP,EURO,6,0,0,0,0,0
Czechia,2025-01-10,CZE,EURO,100,0,1,6,0,0
Denmark,2025-01-10,DNK,EURO,216,0,0,5,0,0
Estonia,2025-01-10,EST,EURO,11,0,0,0,0,0
Finland,2025-01-10,FIN,EURO,43,0,0,0,0,0
France,2025-01-10,FRA,EURO,4392,0,0,9,0,0
Georgia,2025-01-10,GEO,EURO,2,0,0,0,0,0
Germany,2025-01-10,DEU,EURO,4139,0,0,49,0,0
Gibraltar,2025-01-10,GIB,EURO,6,0,0,0,0,0
Greece,2025-01-10,GRC,EURO,138,0,0,9,0,0
Greenland,2025-01-10,GRL,EURO,2,0,0,0,0,0
Hungary,2025-01-10,HUN,EURO,85,0,0,0,0,0
Iceland,2025-01-10,ISL,EURO,17,0,0,0,0,0
Ireland,2025-01-10,IRL,EURO,279,0,0,9,0,0
Israel,2025-01-10,ISR,EURO,340,0,0,4,0,0
Italy,2025-01-10,ITA,EURO,1109,0,0,22,0,0
Kosovo,2025-01-10,XKX,EURO,1,0,0,0,0,0
Latvia,2025-01-10,LVA,EURO,6,0,0,0,0,0
Lithuania,2025-01-10,LTU,EURO,6,0,0,0,0,0
Luxembourg,2025-01-10,LUX,EURO,62,0,0,0,0,0
Malaysia,2025-01-10,MYS,WPRO,12,0,0,2,0,0
Malta,2025-01-10,MLT,EURO,44,0,0,3,0,0
Monaco,2025-01-10,MCO,EURO,3,0,0,0,0,0
Montenegro,2025-01-10,MNE,EURO,2,0,0,0,0,0
Netherlands,2025-01-10,NLD,EURO,1442,0,0,14,0,0
Norway,2025-01-10,NOR,EURO,121,0,0,2,0,0
Poland,2025-01-10,POL,EURO,233,0,0,6,0,0
Portugal,2025-01-10,PRT,EURO,1212,0,2,2,0,0
Republic of Moldova,2025-01-10,MDA,EURO,2,0,0,0,0,0
Romania,2025-01-10,ROU,EURO,49,0,0,1,0,0
Russian Federation,2025-01-10,RUS,EURO,4,0,0,0,0,0
San Marino,2025-01-10,SMR,EURO,1,0,0,0,0,0
Serbia,2025-01-10,SRB,EURO,40,0,0,0,0,0
Slovakia,2025-01-10,SVK,EURO,19,0,0,1,0,0
Slovenia,2025-01-10,SVN,EURO,47,0,0,0,0,0
Spain,2025-01-10,ESP,EURO,8514,0,3,33,0,0
Sweden,2025-01-10,SWE,EURO,326,0,0,20,0,0
Switzerland,2025-01-10,CHE,EURO,600,0,0,0,0,0
The United Kingdom,2025-01-10,GBR,EURO,4184,0,0,18,0,0
Türkiye,2025-01-10,TUR,EURO,32,0,0,20,0,0
Ukraine,2025-01-10,UKR,EURO,5,0,0,0,0,0
Angola,2025-01-12,AGO,AFRO,4,0,0,0,0,0
Australia,2025-01-12,AUS,WPRO,1608,0,0,7,0,0
Burundi,2025-01-12,BDI,AFRO,3116,0,1,81,0,0
Cameroon,2025-01-12,CMR,AFRO,54,0,5,0,0,0
Central African Republic,2025-01-12,CAF,AFRO,144,0,4,1,0,0
Congo,2025-01-12,COG,AFRO,52,0,2,2,0,0
Côte d’Ivoire,2025-01-12,CIV,AFRO,107,0,1,0,0,0
Democratic Republic of the Congo,2025-01-12,COD,AFRO,12976,NA,29,509,NA,0
Ghana,2025-01-12,GHA,AFRO,133,0,4,0,0,0
Guinea,2025-01-12,GIN,AFRO,2,0,0,0,0,0
Kenya,2025-01-12,KEN,AFRO,31,0,1,0,0,0
Liberia,2025-01-12,LBR,AFRO,80,0,0,0,0,0
Nigeria,2025-01-12,NGA,AFRO,1056,0,9,4,0,0
Rwanda,2025-01-12,RWA,AFRO,90,0,0,3,0,0
Sierra Leone,2025-01-12,SLE,AFRO,2,0,0,2,0,0
South Africa,2025-01-12,ZAF,AFRO,30,0,3,0,0,0
Uganda,2025-01-12,UGA,AFRO,1836,0,16,278,0,2
Zambia,2025-01-12,ZMB,AFRO,5,0,0,2,0,0
Argentina,2025-01-13,ARG,AMRO,1259,0,2,0,0,0
Aruba,2025-01-13,ABW,AMRO,3,0,0,0,0,0
Bahamas,2025-01-13,BHS,AMRO,4,0,0,0,0,0
Barbados,2025-01-13,BRB,AMRO,1,0,0,0,0,0
Bermuda,2025-01-13,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2025-01-13,BOL,AMRO,266,0,0,0,0,0
Brazil,2025-01-13,BRA,AMRO,13838,0,16,27,0,0
Canada,2025-01-13,CAN,AMRO,2027,0,0,8,0,0
Chile,2025-01-13,CHL,AMRO,1501,0,3,1,0,0
Colombia,2025-01-13,COL,AMRO,4285,0,0,0,0,0
Costa Rica,2025-01-13,CRI,AMRO,229,0,1,1,0,0
Cuba,2025-01-13,CUB,AMRO,8,0,1,0,0,0
Curaçao,2025-01-13,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2025-01-13,DOM,AMRO,110,0,1,0,0,0
Ecuador,2025-01-13,ECU,AMRO,628,0,3,0,0,0
El Salvador,2025-01-13,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2025-01-13,GLP,AMRO,1,0,0,0,0,0
Guatemala,2025-01-13,GTM,AMRO,407,0,2,0,0,0
Guyana,2025-01-13,GUY,AMRO,2,0,0,0,0,0
Honduras,2025-01-13,HND,AMRO,44,0,0,0,0,0
Jamaica,2025-01-13,JAM,AMRO,21,0,0,0,0,0
Martinique,2025-01-13,MTQ,AMRO,7,0,0,0,0,0
Mexico,2025-01-13,MEX,AMRO,4203,0,35,1,0,0
Panama,2025-01-13,PAN,AMRO,243,0,1,0,0,0
Paraguay,2025-01-13,PRY,AMRO,126,0,0,0,0,0
Peru,2025-01-13,PER,AMRO,3948,0,23,0,0,0
Saint Martin,2025-01-13,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2025-01-13,TTO,AMRO,4,0,0,0,0,0
United States of America,2025-01-13,USA,AMRO,34650,0,63,10,0,0
Uruguay,2025-01-13,URY,AMRO,20,0,0,0,0,0
Venezuela (Bolivarian Republic of),2025-01-13,VEN,AMRO,12,0,0,0,0,0
Guinea,2025-01-17,GIN,AFRO,2,0,0,0,0,0
United Arab Emirates,2025-01-17,ARE,EMRO,31,0,1,1,0,0
Angola,2025-01-19,AGO,AFRO,4,0,0,0,0,0
Australia,2025-01-19,AUS,WPRO,1625,0,0,17,0,0
Burundi,2025-01-19,BDI,AFRO,3236,0,1,120,0,0
Cameroon,2025-01-19,CMR,AFRO,54,0,5,0,0,0
Central African Republic,2025-01-19,CAF,AFRO,145,0,4,1,0,0
Congo,2025-01-19,COG,AFRO,52,0,2,0,0,0
Côte d’Ivoire,2025-01-19,CIV,AFRO,108,0,1,1,0,0
Democratic Republic of the Congo,2025-01-19,COD,AFRO,13624,NA,29,648,NA,0
Ghana,2025-01-19,GHA,AFRO,133,0,4,0,0,0
Kenya,2025-01-19,KEN,AFRO,37,0,1,6,0,0
Liberia,2025-01-19,LBR,AFRO,81,0,0,1,0,0
Nigeria,2025-01-19,NGA,AFRO,1062,0,9,6,0,0
Rwanda,2025-01-19,RWA,AFRO,94,0,0,4,0,0
Sierra Leone,2025-01-19,SLE,AFRO,10,0,0,8,0,0
South Africa,2025-01-19,ZAF,AFRO,30,0,3,0,0,0
Uganda,2025-01-19,UGA,AFRO,2127,0,18,291,0,2
Zambia,2025-01-19,ZMB,AFRO,8,0,0,3,0,0
Argentina,2025-01-20,ARG,AMRO,1259,0,2,0,0,0
Aruba,2025-01-20,ABW,AMRO,3,0,0,0,0,0
Bahamas,2025-01-20,BHS,AMRO,4,0,0,0,0,0
Barbados,2025-01-20,BRB,AMRO,1,0,0,0,0,0
Bermuda,2025-01-20,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2025-01-20,BOL,AMRO,266,0,0,0,0,0
Brazil,2025-01-20,BRA,AMRO,13882,0,16,44,0,0
Canada,2025-01-20,CAN,AMRO,2038,0,0,11,0,0
Chile,2025-01-20,CHL,AMRO,1509,0,3,8,0,0
Colombia,2025-01-20,COL,AMRO,4285,0,0,0,0,0
Costa Rica,2025-01-20,CRI,AMRO,229,0,1,0,0,0
Cuba,2025-01-20,CUB,AMRO,8,0,1,0,0,0
Curaçao,2025-01-20,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2025-01-20,DOM,AMRO,110,0,1,0,0,0
Ecuador,2025-01-20,ECU,AMRO,628,0,3,0,0,0
El Salvador,2025-01-20,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2025-01-20,GLP,AMRO,1,0,0,0,0,0
Guatemala,2025-01-20,GTM,AMRO,407,0,2,0,0,0
Guyana,2025-01-20,GUY,AMRO,2,0,0,0,0,0
Honduras,2025-01-20,HND,AMRO,44,0,0,0,0,0
Jamaica,2025-01-20,JAM,AMRO,21,0,0,0,0,0
Martinique,2025-01-20,MTQ,AMRO,7,0,0,0,0,0
Mexico,2025-01-20,MEX,AMRO,4204,0,35,1,0,0
Panama,2025-01-20,PAN,AMRO,243,0,1,0,0,0
Paraguay,2025-01-20,PRY,AMRO,126,0,0,0,0,0
Peru,2025-01-20,PER,AMRO,3948,0,23,0,0,0
Philippines,2025-01-20,PHL,WPRO,86,0,3,2,0,0
Saint Martin,2025-01-20,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2025-01-20,TTO,AMRO,4,0,0,0,0,0
United States of America,2025-01-20,USA,AMRO,34664,0,63,14,0,0
Uruguay,2025-01-20,URY,AMRO,20,0,0,0,0,0
Venezuela (Bolivarian Republic of),2025-01-20,VEN,AMRO,12,0,0,0,0,0
China,2025-01-21,CHN,WPRO,2813,0,1,2,0,0
Singapore,2025-01-21,SGP,WPRO,69,0,0,1,0,0
Central African Republic,2025-01-22,CAF,AFRO,146,0,4,1,0,0
Pakistan,2025-01-24,PAK,EMRO,19,0,1,1,0,0
Singapore,2025-01-24,SGP,WPRO,69,0,0,0,0,0
Viet Nam,2025-01-25,VNM,WPRO,211,0,9,2,0,0
Angola,2025-01-26,AGO,AFRO,4,0,0,0,0,0
Australia,2025-01-26,AUS,WPRO,1644,0,0,19,0,0
Burundi,2025-01-26,BDI,AFRO,3288,0,1,52,0,0
Cameroon,2025-01-26,CMR,AFRO,54,0,5,0,0,0
Congo,2025-01-26,COG,AFRO,56,0,2,4,0,0
Côte d’Ivoire,2025-01-26,CIV,AFRO,109,0,1,1,0,0
Democratic Republic of the Congo,2025-01-26,COD,AFRO,14203,NA,31,579,NA,2
Ghana,2025-01-26,GHA,AFRO,133,0,4,0,0,0
Guinea,2025-01-26,GIN,AFRO,2,0,0,0,0,0
Kenya,2025-01-26,KEN,AFRO,38,0,1,1,0,0
Liberia,2025-01-26,LBR,AFRO,84,0,0,3,0,0
Nigeria,2025-01-26,NGA,AFRO,1068,0,9,6,0,0
Rwanda,2025-01-26,RWA,AFRO,99,0,0,5,0,0
